"region","avg_median_sale_price"
"Guthrie County, IA",268822
"Falls County, TX",198040
"Morton County, KS",126375
"Winston County, MS",104895.833333333
"Lonoke County, AR",213266
"Charlton County, GA",219397.826086957
"Sedgwick County, KS",216900.102272727
"Taylor County, IA",108195.833333333
"Jefferson County, WV",345429.735294118
"St. Charles County, MO",323515.705128205
"Divide County, ND",180794.117647059
"Ralls County, MO",195506
"Marion County, IA",258380
"Madison County, FL",195234.782608696
"McIntosh County, GA",277351.666666667
"Saunders County, NE",272680
"Beaufort County, SC",479911.9375
"Fulton County, IN",172708.333333333
"Fleming County, KY",153382.7
"Carter County, KY",169003.846153846
"Richland County, WI",234358.695652174
"Pike County, IN",155000
"Lauderdale County, TN",154116.666666667
"Echols County, GA",84500
"Hancock County, TN",204232.5
"Cross County, AR",155270
"San Juan County, NM",257590.540540541
"Starr County, TX",179540
"Fannin County, GA",590584.782608696
"Sumner County, KS",132052.217391304
"Pontotoc County, MS",243150
"Houston County, TN",259070
"Adams County, NE",179480.769230769
"Graham County, KS",108416.666666667
"McCreary County, KY",144590.909090909
"Abbeville County, SC",210747.619047619
"Morgan County, MO",296544.827586207
"Emmons County, ND",102344.444444444
"Pratt County, KS",119823.80952381
"Robertson County, TX",279493.181818182
"Buffalo County, WI",187800
"De Soto Parish, LA",265387.5
"Clarke County, IA",147343.181818182
"Elk County, KS",71135.7142857143
"Rosebud County, MT",243012.5
"Tolland County, CT",284088.125
"Le Flore County, OK",205686.956521739
"Meagher County, MT",552807.692307692
"Archer County, TX",267692
"Ramsey County, MN",283441.98
"Stephens County, TX",208428.571428571
"Dougherty County, GA",128396.8
"Pierce County, ND",57499.5
"Mora County, NM",229000
"Anderson County, TX",216070.1
"Linn County, OR",409434.87804878
"Valley County, MT",212333.333333333
"Cochise County, AZ",219805.333333333
"Crow Wing County, MN",294134.090909091
"Johnson County, TN",245084.375
"Beltrami County, MN",261083.942857143
"Bear Lake County, ID",406450
"Gray County, TX",116915
"Adams County, IA",116250
"Dallas County, AL",113244.285714286
"Klickitat County, WA",501539.4
"Jefferson Parish, LA",252775.031914894
"Henderson County, KY",179649.148148148
"Bradley County, TN",289871.489130435
"Noble County, OK",138682.1
"Concordia Parish, LA",191377.777777778
"Forest County, PA",92480
"Kalamazoo County, MI",231780.8875
"Stillwater County, MT",450045.454545455
"St. Mary Parish, LA",123386.347826087
"Greene County, MO",262713.430232558
"Pope County, MN",237321.428571429
"Jackson County, MN",153480
"Howard County, IN",154924.6625
"Etowah County, AL",188743.534482759
"Clear Creek County, CO",585654.6875
"Dickinson County, KS",139690
"Ohio County, KY",161971.5
"Jerauld County, SD",95207.1428571429
"McHenry County, ND",55000
"Alexander County, IL",81400
"Sanilac County, MI",170896.153846154
"Fayette County, TN",380518.130434783
"Taylor County, WI",190861.363636364
"Carroll County, TN",166214.285714286
"Garfield County, CO",684224.683673469
"Webster Parish, LA",133606.363636364
"Golden Valley County, MT",267450
"Upton County, TX",175281.25
"Marion County, AR",183997.619047619
"Crawford County, IL",130295
"Lucas County, IA",133390
"Catahoula Parish, LA",162290
"San Luis Obispo County, CA",769173.428571429
"Finney County, KS",255645
"Lafourche Parish, LA",205970.294117647
"Butler County, NE",201285.714285714
"Washington County, MO",164011.904761905
"Garfield County, WA",287200
"McLeod County, MN",247637.421052632
"Greer County, OK",113420
"Bedford County, TN",311396.78125
"Bonneville County, ID",435462.375
"Pike County, OH",188028.571428571
"Washburn County, WI",285955.178571429
"Searcy County, AR",164230.952380952
"Greene County, AL",172257.142857143
"Ashland County, WI",188315.178571429
"Nance County, NE",155666.666666667
"Darke County, OH",172712.621621622
"Webster County, GA",201666.666666667
"Gilpin County, CO",536816.666666667
"Marlboro County, SC",187571.428571429
"Flagler County, FL",387644.06
"Appling County, GA",169816.666666667
"Scotland County, NC",161923.913043478
"Pike County, AL",251808.45
"Mason County, MI",235162.903225806
"Pierce County, NE",135527.777777778
"Madison County, MT",1305366.91176471
"Poinsett County, AR",136647.619047619
"Ohio County, IN",300281.25
"Preble County, OH",167393
"Greenwood County, KS",85443.9347826087
"Hamilton County, IA",142050
"Owsley County, KY",152750
"Silver Bow County, MT",284492.857142857
"Lincoln County, ME",391920
"Choctaw County, OK",147116.7
"Randolph County, NC",221702.023809524
"Jefferson County, OK",122777.80952381
"Arthur County, NE",115000
"Dickson County, TN",316853.823529412
"Churchill County, NV",355233.913043478
"Schuylkill County, PA",127993.170731707
"Pike County, PA",258506.617647059
"Monroe County, IA",120466.666666667
"Kearny County, KS",224360
"Clark County, AR",156604.166666667
"Fremont County, ID",458850
"Storey County, NV",543410.15
"Barren County, KY",195618.518518519
"Roger Mills County, OK",161857.142857143
"Edwards County, TX",1036750
"Box Butte County, NE",160237.4375
"Sibley County, MN",198713.555555556
"Portage County, OH",243331.547619048
"Schoharie County, NY",208505.553571429
"Linn County, KS",177065
"Tift County, GA",207315
"Del Norte County, CA",364990
"Talbot County, MD",429682.985294118
"Scioto County, OH",125970.05
"Norton, VA",120150
"Warren County, MO",287623.5
"Sully County, SD",262750
"York County, SC",333952.488636364
"Kiowa County, KS",110800
"Ottawa County, OK",154740
"Wayne County, KY",188890
"McIntosh County, ND",87170
"Jasper County, TX",191902.272727273
"Fulton County, GA",415809.46
"Pasco County, FL",303938.81
"Marquette County, MI",266904.307692308
"Warren County, VA",348303.125
"Logan County, KS",98500
"Rush County, KS",69962.5
"Ottawa County, KS",169980
"Dimmit County, TX",180777.777777778
"Frontier County, NE",142833.333333333
"Carter County, TN",215022.878787879
"Carroll County, MO",124720
"Kittitas County, WA",543391.421052632
"Brown County, OH",205935.416666667
"Jackson County, TN",264167.4
"Montgomery County, IA",122659.090909091
"Susquehanna County, PA",160375.833333333
"Colfax County, NE",173500
"Putnam County, OH",160392.307692308
"Eaton County, MI",217393.055555556
"Piute County, UT",405600
"Wyoming County, PA",214641.2
"Washington County, WI",328534.868421053
"Grant County, OK",38000
"Warren County, PA",126267.270833333
"Butte County, SD",292342.12962963
"Marion County, OR",406060.336734694
"Guadalupe County, NM",108350
"Sheridan County, NE",25750
"Madison County, IL",148087.0875
"Vilas County, WI",361559.117647059
"Van Buren County, TN",290360
"Judith Basin County, MT",352000
"Mahaska County, IA",154325
"Potter County, SD",98300
"Caswell County, NC",238415
"Noble County, OH",191300
"Sunflower County, MS",86500
"Jefferson County, MS",100170
"Motley County, TX",149950
"Pontotoc County, OK",189798.214285714
"Cabarrus County, NC",347877.108695652
"Barry County, MO",223028.260869565
"McDuffie County, GA",227148.148148148
"Chester County, TN",212000
"Williamson County, IL",151659.081081081
"Uintah County, UT",268454.6875
"Edgefield County, SC",299918.196428571
"Bell County, KY",134149.565217391
"Hale County, TX",165999.869565217
"Effingham County, IL",208598.076923077
"Fillmore County, MN",226758.964285714
"Walton County, FL",669936.207317073
"Towner County, ND",96333.3333333333
"Decatur County, GA",220359.375
"Geneva County, AL",187320
"Tattnall County, GA",198145.454545455
"Philadelphia County, PA",296734.48
"Kidder County, ND",274875
"Dickenson County, VA",101361.111111111
"Custer County, SD",513500
"Major County, OK",126666.666666667
"Sandusky County, OH",157670.486111111
"Jasper County, GA",288371.9
"Bertie County, NC",131119.047619048
"Brule County, SD",171983.333333333
"Meade County, KS",132615.269230769
"Goliad County, TX",281812.5
"Calhoun County, IL",211122.222222222
"Jack County, TX",265988.888888889
"Calumet County, WI",287965.416666667
"Reno County, KS",139216.666666667
"Sullivan County, NH",341800.41025641
"Renville County, ND",166950
"Lycoming County, PA",172484.848484848
"Moody County, SD",198256.25
"Clinton County, MO",228972.727272727
"Hardin County, OH",151700
"Sharkey County, MS",44000
"Deuel County, NE",310000
"Florence County, WI",211857.666666667
"Person County, NC",266630.454545455
"Crosby County, TX",106545.19047619
"Fayette County, PA",215182.5
"Chouteau County, MT",259400
"Barrow County, GA",337637.5
"Midland County, MI",210250
"Latimer County, OK",176450
"Iredell County, NC",343947.022222222
"Wilkinson County, MS",224343.75
"Jim Wells County, TX",158868.181818182
"Worth County, MO",61666.6666666667
"Dickens County, TX",61633.3333333333
"Boyd County, KY",123735.804347826
"Butler County, OH",231104.711111111
"Montgomery County, MD",516934.875
"Washington County, IN",174240
"West Baton Rouge Parish, LA",224135.576923077
"Lawrence County, KY",159745
"Habersham County, GA",486353.413793103
"Alcorn County, MS",481792.857142857
"Gulf County, FL",479481.72972973
"Menard County, TX",181250
"Lapeer County, MI",242991.272727273
"Tunica County, MS",189390
"Rogers County, OK",265548.346153846
"Norton County, KS",216900
"Lamb County, TX",167695.238095238
"Durham County, NC",370996.979591837
"Traill County, ND",204161.363636364
"Wells County, ND",207004.2
"Nassau County, NY",676732.102040816
"Ellis County, OK",1120338
"Clay County, MS",3e+05
"Terry County, TX",189120
"Franklin County, AL",157705
"Hardin County, TN",228497.826086957
"Terrell County, TX",59166.6666666667
"Fulton County, PA",221440
"Custer County, NE",150112.5
"Perry County, MO",169960
"Colonial Heights, VA",263105.64516129
"Scott County, KS",278880
"Mecklenburg County, NC",409768.55
"Cooke County, TX",316726.1
"Jeff Davis County, TX",273416.666666667
"Hancock County, IN",283818.689189189
"Kimball County, NE",149150
"Kent County, TX",336000
"Franklin County, MO",230797.532258065
"Reeves County, TX",240389
"Wheeler County, NE",719550
"Jersey County, IL",145201.46
"Hyde County, NC",344011.6
"Howard County, TX",178090
"West Carroll Parish, LA",165655.555555556
"Ouray County, CO",828055.555555556
"Hemphill County, TX",128700
"Miller County, GA",193375
"Niobrara County, WY",84500
"Dewey County, SD",40639
"Harlan County, NE",76000
"Atkinson County, GA",160500
"Sioux County, NE",260000
"Hamilton County, FL",138800
"Jackson County, SD",137000
"Columbia County, FL",250525.555555556
"Beaver County, OK",121166.666666667
"Ascension Parish, LA",255190
"Livingston Parish, LA",207034.013157895
"Briscoe County, TX",121990
"Woodruff County, AR",114431.25
"Slope County, ND",33900
"Bienville Parish, LA",152166.666666667
"Elbert County, CO",615799.333333333
"Ziebach County, SD",45000
"East Baton Rouge Parish, LA",217657.8
"Adams County, IN",167762.576923077
"Todd County, SD",180000
"East Feliciana Parish, LA",268040
"Miami County, KS",286582.14516129
"Johnson County, KS",337616.8
"Garfield County, NE",22000
"West Feliciana Parish, LA",273549.5
"Trinity County, CA",423452.380952381
"Iberville Parish, LA",210652.857142857
"Foard County, TX",58000
"Sheridan County, ND",48500
"Assumption Parish, LA",179452.380952381
"Gregory County, SD",114762.5
"Eddy County, ND",544000
"Alfalfa County, OK",2e+05
"Corson County, SD",60000
"Edwards County, IL",26360
"Pointe Coupee Parish, LA",244995.619047619
"St. Helena Parish, LA",168758.6
"Lafayette County, MO",220484.090909091
"Lafayette County, AR",125000
"Powder River County, MT",183500
"Prentiss County, MS",350000
